date,open,high,low,close,volume,amount,outstanding_share,turnover,code
2020-01-02,420.57,442.59,417.63,441.35,11858214.0,1083964252.0,457896374.0,0.025897156372764813,002371
2020-01-03,442.3,448.47,428.07,439.93,8892033.0,822252266.0,457896374.0,0.019419312981936825,002371
2020-01-06,432.86,443.68,428.78,431.15,9526704.0,874125938.0,457896374.0,0.020805371129669615,002371
2020-01-07,427.12,436.18,427.12,433.38,6799006.0,618471927.0,457896374.0,0.014848350819218323,002371
2020-01-08,431.86,431.86,418.24,422.89,7857547.0,701005227.0,457896374.0,0.01716009876068597,002371
2020-01-09,427.35,431.81,420.28,430.63,7684366.0,689888990.0,457896374.0,0.01678188873362863,002371
2020-01-10,431.86,449.23,427.12,431.86,12101036.0,1116995958.0,457896374.0,0.026427455396272694,002371
2020-01-13,431.86,475.05,431.86,475.05,13550754.0,1330440860.0,457896374.0,0.029593494881005544,002371
2020-01-14,499.01,516.72,487.06,508.51,19851436.0,2097318067.0,457896374.0,0.04335355579819464,002371
2020-01-15,504.09,516.34,495.93,512.54,12333780.0,1313301996.0,457896374.0,0.02693574507318549,002371
2020-01-16,520.8,558.62,517.29,536.27,16838886.0,1903791270.0,457896374.0,0.03677444713724682,002371
2020-01-17,539.97,545.71,523.88,536.27,11643311.0,1306710483.0,457896374.0,0.025427829659992022,002371
2020-01-20,532.76,574.66,532.76,559.9,12924222.0,1509638141.0,457896374.0,0.02822521149730703,002371
2020-01-21,551.41,567.59,544.95,557.15,8513229.0,1002053936.0,457896374.0,0.01859204283631213,002371
2020-01-22,557.15,602.71,531.24,602.71,12057487.0,1451705921.0,457896374.0,0.026332348724823054,002371
2020-01-23,585.24,613.62,542.44,562.37,15981999.0,1935692870.0,457896374.0,0.03490309141430327,002371
2020-02-03,506.13,524.4,506.13,506.13,13677649.0,1471903997.0,457896374.0,0.029870620901662787,002371
2020-02-04,514.91,556.77,514.91,556.77,11377512.0,1308805330.0,457896374.0,0.02484735116072354,002371
2020-02-05,562.42,612.44,562.42,591.41,17199237.0,2145626650.0,457896374.0,0.037561417771786065,002371
2020-02-06,584.72,650.55,578.98,650.55,15238940.0,1969902730.0,457896374.0,0.03328032468761152,002371
2020-02-07,652.4,695.25,631.18,687.94,13103349.0,1813242746.0,457896374.0,0.028616406995177472,002371
2020-02-10,669.15,687.75,647.27,664.78,11888695.0,1667324551.0,457896374.0,0.025963723835908777,002371
2020-02-11,657.62,681.49,657.62,670.57,9333734.0,1321072588.0,457896374.0,0.020383943900809314,002371
2020-02-12,665.73,681.01,652.06,675.56,11038890.0,1551703018.0,457896374.0,0.0241078344944483,002371
2020-02-13,675.56,729.89,667.73,689.51,14366074.0,2109448316.0,457896374.0,0.03137407242277049,002371
2020-02-14,676.65,718.98,665.35,671.1,11465513.0,1677498992.0,457896374.0,0.025039536565537424,002371
2020-02-17,679.83,699.71,672.0,694.78,8771578.0,1272892488.0,457896374.0,0.019156251278810082,002371
2020-02-18,700.0,744.99,695.3,730.89,11572497.0,1766319504.0,457896374.0,0.025273178948562715,002371
2020-02-19,721.35,760.27,706.74,736.35,11775255.0,1829227342.0,457896374.0,0.025715982192949186,002371
2020-02-20,729.89,753.48,695.39,735.07,13863005.0,2115945159.0,457896374.0,0.03027541991411358,002371
2020-02-21,717.79,735.54,716.65,726.1,11160370.0,1704885584.0,457896374.0,0.02437313469531864,002371
2020-02-24,722.3,798.71,719.12,798.71,16798801.0,2750185892.0,457896374.0,0.03668690549622042,002371
2020-02-25,794.91,854.95,749.83,829.08,16703253.0,2817110795.0,457896374.0,0.03647823819631295,002371
2020-02-26,806.78,823.39,746.17,746.17,15802590.0,2591060432.0,457896374.0,0.03451128005656581,002371
2020-02-27,759.32,798.14,752.39,771.66,18844946.0,3067561289.0,457896374.0,0.041155482047997176,002371
2020-02-28,711.86,752.63,694.49,702.42,18665087.0,2770548801.0,457896374.0,0.04076268793515277,002371
2020-03-02,721.45,732.55,654.96,674.84,20373812.0,2938431334.0,457896374.0,0.044494372868739945,002371
2020-03-03,693.64,711.86,662.08,671.47,17638646.0,2552631783.0,457896374.0,0.03852104319131385,002371
2020-03-04,656.62,663.93,605.32,625.11,21306271.0,2825630305.0,457896374.0,0.046530770300443565,002371
2020-03-05,635.93,650.17,614.72,650.12,17006605.0,2282234618.0,457896374.0,0.03714072870120609,002371
2020-03-06,636.07,657.29,626.44,634.6,10481634.0,1414401315.0,457896374.0,0.02289084298361358,002371
2020-03-09,622.45,624.3,572.57,578.27,17123427.0,2153987458.0,457896374.0,0.037395856294769436,002371
2020-03-10,593.22,635.6,593.22,632.28,19431653.0,2512209714.0,457896374.0,0.04243679160473107,002371
2020-03-11,634.51,635.93,591.32,591.51,17244593.0,2213922775.0,457896374.0,0.03766047075096515,002371
2020-03-12,575.14,607.36,575.14,597.96,13077786.0,1642318038.0,457896374.0,0.028560579953402294,002371
2020-03-13,572.05,645.66,572.05,633.08,20519855.0,2692258507.0,457919623.99999994,0.04481104090005106,002371
2020-03-16,633.79,659.09,602.19,618.51,19859846.0,2661034591.0,457919623.99999994,0.0433697202721323,002371
2020-03-17,638.3,654.91,595.69,650.88,16261395.0,2168117684.0,457919623.99999994,0.03551146128648988,002371
2020-03-18,659.09,673.23,631.18,638.25,15275588.0,2117525172.0,457919623.99999994,0.033358666454530464,002371
2020-03-19,649.98,686.71,634.65,678.64,14580404.0,2017984916.0,457919623.99999994,0.03184053103607545,002371
2020-03-20,688.13,705.69,672.99,683.43,14316812.0,2075084517.0,457919623.99999994,0.03126490163260617,002371
2020-03-23,652.54,673.18,615.1,615.1,12979217.0,1739721409.0,457919623.99999994,0.02834387591128875,002371
