报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2021-12-31,107.33亿,147.75%,53.25亿,213.83%,356.31亿,29.70%,1.3600,13.82,12.38,2.38,2.64,31.44%,29.31%,10.30%,9.83%,128.48,3.93,91.61,36.87,3.58,3.17,3.15,0.62,29.56%
2022-03-31,28.43亿,175.49%,25.98亿,282.99%,118.54亿,62.56%,0.3600,14.20,12.41,2.74,1.32,30.53%,41.17%,2.60%,2.53%,138.45,0.87,103.08,35.37,3.49,3.04,3.03,0.63,29.74%
2022-06-30,62.52亿,19.28%,51.71亿,121.09%,245.92亿,52.84%,0.7900,15.44,12.54,3.17,3.10,31.66%,40.26%,5.40%,5.13%,141.96,1.70,106.06,35.90,2.90,2.53,2.50,0.72,32.48%
2022-09-30,93.90亿,28.30%,79.71亿,113.60%,377.64亿,48.85%,1.1900,16.77,12.57,3.56,3.93,30.78%,39.90%,7.80%,7.07%,150.81,2.31,117.05,33.77,2.98,2.33,2.27,0.74,33.16%
2022-12-31,121.33亿,13.04%,97.64亿,83.35%,495.16亿,38.97%,1.5300,16.86,12.58,3.91,4.62,29.59%,38.30%,10.01%,9.10%,156.68,2.92,123.22,33.46,2.42,1.77,1.74,0.78,33.89%
2023-03-31,15.91亿,-44.04%,8.76亿,-66.29%,102.09亿,-13.88%,0.2000,16.88,12.60,4.11,0.67,18.01%,22.77%,1.20%,1.19%,195.00,0.57,159.15,35.85,2.33,1.68,1.67,0.80,34.28%
2023-06-30,29.97亿,-52.06%,16.45亿,-68.18%,213.18亿,-13.32%,0.3800,17.98,12.80,4.28,1.38,17.25%,22.44%,2.17%,2.10%,201.47,1.09,164.64,36.83,2.03,1.31,1.29,0.80,34.59%
2023-09-30,36.75亿,-60.86%,22.72亿,-71.50%,330.98亿,-12.35%,0.4600,18.00,12.86,4.35,2.06,14.51%,23.01%,2.70%,2.57%,203.38,1.60,168.55,34.84,1.79,1.15,1.13,0.81,34.59%
2023-12-31,48.23亿,-60.25%,32.70亿,-66.52%,452.50亿,-8.61%,0.6100,17.93,12.88,4.50,2.90,14.14%,21.89%,3.50%,3.39%,199.52,2.16,166.47,33.05,1.84,1.09,1.08,0.84,35.45%
2024-03-31,5.09亿,-68.02%,6.22亿,-28.95%,125.94亿,23.36%,0.0600,17.94,12.89,4.56,0.45,3.57%,14.19%,0.40%,0.36%,187.73,0.55,162.45,25.27,1.63,0.91,0.90,0.86,36.00%
2024-06-30,16.46亿,-45.07%,12.88亿,-21.69%,262.69亿,23.23%,0.2100,18.13,12.90,4.70,0.41,6.25%,13.91%,1.20%,1.14%,179.36,1.16,154.83,24.53,1.52,0.75,0.74,0.81,34.60%
2024-09-30,27.06亿,-26.36%,21.99亿,-3.19%,418.79亿,26.53%,0.3400,18.13,12.92,4.82,1.54,7.72%,17.64%,1.90%,1.87%,177.12,1.74,154.78,22.34,1.60,0.75,0.74,0.77,33.44%
2024-12-31,36.99亿,-23.31%,26.45亿,-19.09%,577.96亿,27.72%,0.4600,18.58,12.90,4.95,2.84,9.30%,18.59%,2.50%,2.50%,175.50,2.32,155.49,20.01,1.73,0.88,0.87,0.84,35.17%
2025-03-31,13.56亿,166.50%,11.70亿,88.00%,163.01亿,29.44%,0.1700,18.73,12.91,5.11,-0.15,14.24%,23.10%,0.90%,0.91%,177.51,0.58,154.85,22.65,1.79,0.83,0.83,0.76,32.81%
2025-06-30,23.01亿,39.76%,19.04亿,47.76%,323.48亿,23.14%,0.2900,18.88,12.91,5.23,0.74,10.41%,21.91%,1.50%,1.53%,180.14,1.15,155.98,24.16,1.98,0.92,0.92,0.79,33.78%
2025-09-30,38.18亿,41.09%,31.77亿,44.44%,495.10亿,18.22%,0.4800,18.90,12.91,5.41,1.54,11.65%,23.15%,2.60%,2.53%,188.16,1.65,163.51,24.65,1.81,0.64,0.64,0.77,33.08%
2025-12-31,50.41亿,36.29%,41.24亿,55.90%,673.23亿,16.49%,0.6300,18.85,12.83,5.56,2.51,10.71%,21.62%,3.40%,3.34%,183.96,2.25,159.66,24.30,2.36,1.11,1.09,0.80,33.00%
2026-03-31,13.61亿,0.36%,12.32亿,5.32%,176.17亿,8.07%,0.1700,18.72,12.85,5.73,0.64,9.05%,21.48%,0.90%,0.91%,202.79,0.53,171.36,31.42,2.13,1.09,1.08,0.89,34.89%
