报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2021-03-31,7290.82万,175.27%,3221.82万,348.98%,14.23亿,51.76%,0.1469,13.81,9.00,3.98,1.33,5.83%,39.52%,1.07%,1.06%,658.25,0.16,568.54,89.71,1.23,0.58,0.55,1.92,64.95%
2021-06-30,3.10亿,68.60%,2.25亿,127.62%,36.08亿,65.75%,0.6251,14.32,9.04,4.46,-0.40,10.31%,43.15%,4.47%,4.36%,618.17,0.34,530.66,87.51,1.19,0.50,0.46,2.04,66.35%
2021-09-30,6.58亿,101.57%,5.25亿,200.95%,61.73亿,60.95%,1.3372,14.96,9.09,5.04,-1.21,12.35%,40.94%,9.25%,8.84%,545.33,0.58,464.40,80.94,1.17,0.44,0.42,1.97,65.55%
2021-12-31,10.77亿,100.66%,8.07亿,309.45%,96.83亿,59.90%,2.1478,32.14,25.74,5.56,-1.48,12.32%,39.41%,11.94%,6.38%,459.78,0.90,397.88,61.90,1.98,1.14,1.10,0.82,44.62%
2022-03-31,2.06亿,183.18%,1.55亿,382.23%,21.36亿,50.04%,0.3927,32.74,25.85,5.94,-2.46,11.56%,44.64%,1.21%,1.20%,761.97,0.13,675.68,86.29,1.95,0.98,0.95,0.82,44.64%
2022-06-30,7.55亿,143.16%,6.45亿,186.84%,54.44亿,50.87%,1.4332,33.59,25.86,6.77,-2.91,16.06%,46.38%,4.35%,4.26%,659.32,0.31,578.03,81.29,1.95,1.00,0.96,0.97,48.66%
2022-09-30,16.86亿,156.13%,14.76亿,181.08%,100.12亿,62.19%,3.1994,35.39,25.88,8.52,-0.36,18.65%,43.98%,9.46%,9.02%,549.78,0.57,471.95,77.83,2.02,1.16,1.13,1.17,53.31%
2022-12-31,23.53亿,118.37%,21.06亿,161.07%,146.88亿,51.68%,4.4612,37.35,26.61,9.76,-1.38,17.30%,43.83%,12.96%,11.91%,519.81,0.78,459.83,59.98,1.97,0.99,0.94,1.14,53.04%
2023-03-31,5.92亿,186.58%,5.34亿,243.59%,38.71亿,81.26%,1.1185,38.49,26.67,10.86,-1.25,15.89%,41.18%,2.95%,2.90%,625.14,0.16,554.53,70.62,1.96,0.91,0.85,1.19,53.97%
2023-06-30,17.99亿,138.43%,16.09亿,149.36%,84.27亿,54.79%,3.4000,40.53,26.76,12.69,-0.68,22.05%,42.37%,8.71%,8.38%,619.77,0.33,551.64,68.13,1.95,0.91,0.81,1.24,54.97%
2023-09-30,28.84亿,71.06%,26.40亿,78.82%,145.88亿,45.70%,5.4478,42.58,26.78,14.73,2.14,20.39%,39.83%,13.62%,12.78%,533.10,0.58,467.13,65.97,1.91,0.93,0.82,1.31,56.29%
2023-12-31,38.99亿,65.73%,35.81亿,70.05%,220.79亿,50.32%,7.3623,45.96,28.24,16.55,4.46,18.26%,41.10%,17.88%,16.00%,470.84,0.87,415.70,55.13,2.00,0.97,0.90,1.18,53.71%
2024-03-31,11.39亿,92.47%,10.72亿,100.91%,59.51亿,51.36%,2.1476,48.20,28.29,18.65,0.49,19.09%,43.40%,4.52%,4.40%,539.92,0.19,473.44,66.48,1.95,0.94,0.90,1.18,53.71%
2024-06-30,27.90亿,55.08%,26.40亿,64.06%,124.64亿,46.38%,3.8952,50.91,28.67,20.98,-0.55,22.54%,45.50%,10.80%,10.29%,579.13,0.35,510.35,68.78,1.90,0.84,0.80,1.19,53.54%
2024-09-30,44.68亿,54.90%,42.66亿,61.58%,205.32亿,39.51%,6.2310,54.46,29.15,24.05,0.85,21.91%,44.22%,16.76%,15.37%,546.61,0.56,478.30,68.31,2.08,0.89,0.86,1.16,52.89%
2024-12-31,56.22亿,44.18%,55.70亿,55.53%,300.75亿,35.14%,7.8322,58.25,30.78,26.04,2.95,19.08%,42.85%,24.83%,18.09%,486.44,0.84,427.25,59.19,1.97,0.86,0.82,1.08,50.96%
2025-03-31,15.81亿,38.80%,15.70亿,46.40%,82.06亿,37.90%,2.1935,61.15,30.63,29.09,-3.24,19.10%,43.02%,4.95%,4.84%,539.80,0.19,468.51,71.29,2.05,0.85,0.81,1.04,50.00%
2025-06-30,32.08亿,14.97%,31.81亿,20.49%,161.42亿,29.51%,4.4496,46.83,22.51,23.00,-4.42,19.83%,42.17%,9.81%,9.49%,604.51,0.34,526.62,77.89,2.25,0.88,0.85,1.31,52.49%
2025-09-30,51.30亿,14.83%,51.02亿,19.60%,273.01亿,32.97%,7.1093,49.76,22.87,25.57,-3.54,18.24%,41.41%,15.31%,14.23%,527.92,0.60,453.02,74.90,2.43,1.01,0.97,1.21,50.90%
2025-12-31,55.22亿,-1.77%,53.36亿,-4.20%,393.53亿,30.85%,7.6446,52.06,24.79,25.95,2.94,13.74%,40.10%,16.41%,14.64%,463.16,0.90,397.92,65.23,2.27,1.06,1.02,1.22,51.08%
2026-03-31,16.35亿,3.42%,16.27亿,3.60%,103.23亿,25.80%,2.2556,54.21,24.70,28.19,1.03,15.19%,40.77%,4.25%,4.16%,495.24,0.21,421.15,74.09,2.39,1.14,1.11,1.16,50.01%
