报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2017-09-30,1.00亿,-5.75%,8853.91万,-10.12%,16.18亿,0.30%,0.2400,2.73,0.49,1.13,-0.28,5.58%,19.10%,10.63%,8.83%,195.68,3.49,77.35,118.33,1.85,1.24,1.24,0.81,44.83%
2017-12-31,1.37亿,-3.20%,1.21亿,-5.09%,24.06亿,11.35%,0.3400,2.93,1.98,1.10,-0.60,5.13%,20.54%,13.39%,11.63%,193.36,4.37,82.47,110.89,1.53,1.09,1.09,1.39,57.85%
2018-03-31,4288.00万,19.22%,4068.19万,68.02%,8.20亿,105.97%,0.0900,2.80,2.13,1.20,-0.42,4.71%,27.89%,3.49%,3.35%,195.72,0.94,96.04,99.68,1.49,0.96,0.96,1.50,59.80%
2018-06-30,1.56亿,164.90%,1.52亿,222.27%,18.95亿,107.26%,0.3400,3.17,2.26,1.40,-0.64,7.62%,28.13%,11.78%,10.78%,186.78,1.87,96.22,90.57,1.53,0.90,0.90,1.36,57.48%
2018-09-30,2.47亿,146.59%,2.41亿,172.17%,67.22亿,92.40%,0.2900,3.53,2.40,1.60,-0.42,7.41%,26.58%,17.59%,15.27%,183.96,2.79,96.86,87.10,1.30,0.69,0.69,1.46,59.26%
2018-12-31,1.45亿,5.71%,1.33亿,9.94%,97.02亿,64.74%,0.2900,3.59,2.53,1.36,0.0100,2.92%,23.41%,10.08%,8.49%,164.22,4.14,86.98,77.24,0.89,0.50,0.50,1.81,64.25%
2019-03-31,4945.50万,15.33%,4856.94万,19.39%,26.46亿,-11.84%,0.1000,3.78,2.63,1.47,-0.13,6.16%,22.11%,3.07%,2.97%,251.59,0.60,149.28,102.31,0.71,0.37,0.37,2.24,69.07%
2019-06-30,7580.14万,-51.34%,1831.54万,-87.93%,57.03亿,-18.25%,0.1500,3.68,2.73,1.24,-0.07,0.89%,17.47%,1.53%,1.51%,227.51,1.38,130.30,97.20,0.68,0.36,0.36,2.38,70.39%
2019-09-30,1.35亿,-45.40%,6169.43万,-74.40%,94.06亿,39.93%,0.1700,8.85,7.60,0.79,-0.28,4.03%,26.59%,2.38%,1.77%,145.38,2.76,97.89,47.49,1.44,0.79,0.79,1.21,54.63%
2019-12-31,4.66亿,221.14%,3.34亿,152.13%,136.32亿,40.51%,0.7600,13.00,7.70,1.16,0.93,5.17%,27.39%,10.17%,5.87%,141.31,3.75,96.12,45.19,1.43,0.78,0.76,1.20,54.48%
2020-03-31,4.45亿,800.03%,4.36亿,797.68%,38.17亿,44.21%,0.5300,10.49,7.70,1.99,-0.10,11.70%,32.23%,5.34%,4.91%,231.17,0.54,166.76,64.41,1.95,1.03,1.00,1.15,53.41%
2020-06-30,9.90亿,1206.17%,9.28亿,4965.39%,80.43亿,41.02%,1.2000,11.09,7.76,2.55,0.24,12.14%,32.34%,11.30%,10.33%,242.91,1.01,178.80,64.11,1.76,0.82,0.80,1.22,54.26%
2020-09-30,17.27亿,1177.75%,15.86亿,2471.08%,139.69亿,48.51%,1.8400,11.68,7.82,3.44,0.44,12.22%,30.46%,16.93%,17.12%,198.98,1.95,138.43,60.55,1.91,1.01,0.98,1.09,51.43%
2020-12-31,27.06亿,481.17%,22.45亿,571.77%,198.24亿,45.43%,3.2100,12.95,8.35,4.49,3.86,13.53%,29.91%,29.06%,24.08%,170.89,2.88,124.89,46.00,2.03,1.20,1.18,0.99,49.11%
2021-03-31,10.41亿,133.84%,9.44亿,116.56%,62.12亿,62.76%,1.2000,14.33,8.49,5.69,0.56,17.36%,32.43%,8.61%,8.21%,160.26,0.77,116.37,43.89,2.25,1.47,1.45,1.12,52.02%
2021-06-30,22.44亿,126.60%,19.66亿,111.90%,124.48亿,54.77%,1.9200,15.07,8.34,6.75,1.28,18.61%,33.09%,18.03%,16.84%,166.65,1.47,122.54,44.10,2.31,1.46,1.44,1.06,50.69%
2021-09-30,35.18亿,103.78%,30.68亿,93.41%,183.14亿,31.11%,3.0100,16.68,8.42,8.22,2.89,19.55%,33.86%,26.96%,23.89%,177.40,1.95,138.78,38.62,2.42,1.45,1.41,1.03,50.46%
2021-12-31,44.76亿,65.41%,40.03亿,78.30%,241.04亿,21.59%,3.8300,18.23,9.63,9.19,2.50,18.86%,34.49%,33.06%,27.63%,200.59,2.25,160.23,40.36,2.33,1.26,1.23,0.97,49.18%
2022-03-31,8.96亿,-13.90%,9.02亿,-4.45%,55.38亿,-10.84%,0.7600,19.24,9.92,10.20,-0.91,16.06%,35.31%,5.38%,5.24%,289.83,0.37,241.81,48.02,2.22,1.02,1.00,0.88,46.73%
2022-06-30,22.69亿,1.15%,14.51亿,-26.18%,110.72亿,-11.06%,1.9300,21.85,9.97,11.24,-1.59,20.39%,34.28%,12.75%,11.70%,312.90,0.68,265.02,47.88,2.04,0.86,0.85,0.93,48.08%
2022-09-30,21.49亿,-38.91%,12.55亿,-59.11%,153.83亿,-16.01%,1.8300,16.35,7.14,8.22,-2.25,13.85%,32.64%,11.91%,10.97%,348.93,0.91,298.31,50.62,2.07,0.68,0.67,0.89,46.89%
2022-12-31,9.90亿,-77.88%,9579.31万,-97.61%,200.78亿,-16.70%,0.8400,15.00,7.28,7.23,-1.68,4.77%,30.75%,5.80%,5.49%,321.89,1.32,273.66,48.23,1.89,0.66,0.64,0.95,48.56%
2023-03-31,1.99亿,-77.81%,2196.45万,-97.57%,43.35亿,-21.72%,0.1700,15.23,7.05,7.41,1.17,4.50%,24.72%,1.10%,1.09%,374.42,0.28,318.81,55.61,1.82,0.76,0.74,1.00,49.98%
2023-06-30,1.53亿,-93.25%,-7896.13万,-105.44%,88.58亿,-19.99%,0.1300,15.80,7.01,7.28,2.64,1.67%,20.93%,0.83%,0.81%,341.14,0.63,285.08,56.06,1.70,0.80,0.79,0.98,49.35%
2023-09-30,3.68亿,-82.86%,1.30亿,-89.65%,150.81亿,-1.96%,0.3100,15.08,6.87,7.47,4.61,2.39%,21.28%,2.01%,2.04%,283.56,1.19,226.38,57.18,1.77,1.00,0.98,0.98,49.46%
2023-12-31,5.56亿,-43.89%,1.38亿,44.07%,210.21亿,4.69%,0.4700,17.45,9.32,7.41,6.20,2.59%,21.76%,2.98%,2.59%,260.36,1.76,204.42,55.95,2.23,1.49,1.47,0.76,43.05%
2024-03-31,5.58亿,180.50%,5.66亿,2476.81%,56.44亿,30.18%,0.4600,17.12,9.38,7.87,0.91,9.82%,27.89%,2.63%,2.65%,206.83,0.63,143.68,63.15,2.04,1.29,1.25,0.76,43.11%
2024-06-30,13.67亿,792.79%,13.72亿,1837.73%,120.91亿,36.50%,1.1400,17.66,9.43,8.40,1.50,11.26%,29.14%,6.38%,6.30%,199.79,1.31,137.39,62.39,2.42,1.52,1.50,0.71,41.44%
2024-09-30,23.75亿,544.74%,22.93亿,1665.81%,189.08亿,25.38%,1.9800,18.46,9.36,9.24,2.67,12.51%,29.61%,10.91%,10.48%,192.84,2.03,132.81,60.03,2.53,1.62,1.61,0.69,40.90%
2024-12-31,33.23亿,498.11%,30.57亿,2114.72%,257.31亿,22.41%,2.7700,19.71,9.49,9.76,3.92,12.76%,29.44%,14.83%,13.73%,187.58,2.73,131.65,55.93,2.87,1.89,1.87,0.61,37.89%
2025-03-31,8.66亿,55.25%,8.48亿,49.88%,64.72亿,14.68%,0.7200,20.54,9.57,10.46,0.90,13.31%,31.03%,3.50%,3.43%,197.92,0.62,144.32,53.59,2.25,1.46,1.44,0.60,37.54%
2025-06-30,20.28亿,48.34%,19.51亿,42.21%,139.56亿,15.42%,1.6900,21.33,9.64,11.20,1.55,14.48%,30.48%,8.01%,7.74%,192.57,1.30,138.31,54.26,2.43,1.59,1.58,0.62,38.36%
2025-09-30,32.10亿,35.15%,30.60亿,33.45%,217.83亿,15.20%,2.6700,22.77,9.02,12.29,2.22,14.69%,30.43%,12.32%,11.59%,187.65,2.02,133.86,53.80,2.46,1.62,1.61,0.60,37.34%
2025-12-31,40.45亿,21.73%,39.10亿,27.91%,288.55亿,12.14%,3.3700,23.09,9.23,12.53,3.41,13.97%,30.63%,15.39%,14.36%,189.22,2.57,139.89,49.33,2.10,1.37,1.36,0.55,35.43%
2026-03-31,5.03亿,-41.92%,6.16亿,-27.44%,64.14亿,-0.90%,0.4100,26.05,12.59,12.42,0.58,7.70%,29.38%,1.56%,1.52%,235.10,0.50,178.64,56.46,2.27,1.54,1.53,0.49,33.13%
