序号,企业名称,最新状态,注册地,行业,保荐机构,律师事务所,会计师事务所,更新日期,受理日期,拟上市地点,招股说明书
1,长鑫科技集团股份有限公司,已受理,安徽,计算机、通信和其他电子设备制造业,"中国国际金融股份有限公司,中信建投证券股份有限公司",上海市锦天城律师事务所,德勤华永会计师事务所(特殊普通合伙),2026-05-20,2025-12-30,科创板,https://pdf.dfcfw.com/pdf/H2_AN202605171822383834_1.pdf
