序号,企业名称,辅导机构,辅导状态,报告类型,派出机构,报告标题,备案日期
405,长鑫科技集团股份有限公司,中国国际金融股份有限公司,辅导工作完成,辅导工作完成报告,安徽证监局,关于长鑫科技集团股份有限公司首次公开发行股票并上市辅导工作完成报告,2025-07-07
