date,open,high,low,close,volume,symbol
2022-12-15,33.31,33.38,31.67,31.76,10835299.0,WDC
2022-12-16,31.5,32.2,31.31,31.49,9666803.0,WDC
2022-12-19,31.56,31.69,30.58,31.11,4661761.0,WDC
2022-12-20,31.49,32.22,31.25,31.63,5576538.0,WDC
2022-12-21,32.13,32.14,30.88,30.93,4729102.0,WDC
2022-12-22,30.13,30.24,29.28,30.19,5442227.0,WDC
2022-12-23,30.18,30.34,29.78,30.14,2558192.0,WDC
2022-12-27,29.96,30.83,29.34,30.72,3411578.0,WDC
2022-12-28,30.67,30.9,29.72,29.76,3000299.0,WDC
2022-12-29,30.11,31.18,29.98,31.12,4329328.0,WDC
2022-12-30,30.66,31.12,30.41,31.1,2631981.0,WDC
2023-01-03,31.48,31.84,30.51,30.96,3475893.0,WDC
2023-01-04,31.99,33.1,31.88,32.6,6348418.0,WDC
2023-01-05,33.01,34.92,32.81,34.78,10042192.0,WDC
2023-01-06,35.45,37.0,34.72,36.72,8388048.0,WDC
2023-01-09,36.86,37.53,36.16,37.14,7727442.0,WDC
2023-01-10,36.99,37.78,36.87,37.72,6550162.0,WDC
2023-01-11,37.87,38.0,37.37,37.97,3043418.0,WDC
2023-01-12,37.97,38.18,37.14,37.51,4091943.0,WDC
2023-01-13,37.12,37.29,36.53,36.77,4133834.0,WDC
2023-01-17,36.83,37.12,36.38,36.87,6684633.0,WDC
2023-01-18,37.43,37.91,36.87,37.02,2781290.0,WDC
2023-01-19,36.42,37.68,36.17,37.1,4248809.0,WDC
2023-01-20,37.26,38.02,36.75,38.01,5116993.0,WDC
2023-01-23,39.9,41.54,39.57,41.34,8279678.0,WDC
2023-01-24,40.68,41.47,40.29,40.65,4792606.0,WDC
2023-01-25,40.18,41.07,39.88,40.86,3074524.0,WDC
2023-01-26,42.02,43.38,41.37,43.31,6878875.0,WDC
2023-01-27,42.86,44.69,42.81,44.52,5393177.0,WDC
2023-01-30,43.46,44.36,43.4,43.79,6804849.0,WDC
2023-01-31,42.51,43.58,41.86,43.5,6306599.0,WDC
2023-02-01,43.39,43.92,40.59,42.87,15476319.0,WDC
2023-02-02,43.59,44.79,42.87,44.13,5386105.0,WDC
2023-02-03,43.15,44.37,42.62,42.8,5798714.0,WDC
2023-02-06,41.93,42.23,41.6,41.8,3540843.0,WDC
2023-02-07,41.8,42.83,41.43,42.63,3906863.0,WDC
2023-02-08,42.18,43.14,42.15,42.29,2890219.0,WDC
2023-02-09,42.6,42.95,41.4,41.54,3310041.0,WDC
2023-02-10,42.1,43.06,41.86,42.56,3025483.0,WDC
2023-02-13,42.34,42.88,42.0,42.59,2781368.0,WDC
2023-02-14,42.15,43.3,41.73,43.19,2168696.0,WDC
2023-02-15,42.7,43.24,42.59,43.22,3234539.0,WDC
2023-02-16,42.55,42.8,41.92,42.12,2004682.0,WDC
2023-02-17,41.9,42.05,40.97,41.13,2935388.0,WDC
2023-02-21,40.46,40.68,39.52,39.6,2729063.0,WDC
2023-02-22,39.51,40.11,38.88,39.12,2501206.0,WDC
2023-02-23,39.79,40.0,38.65,39.34,5267364.0,WDC
2023-02-24,38.48,38.95,38.17,38.66,2631660.0,WDC
2023-02-27,39.17,39.28,37.94,38.06,2402816.0,WDC
2023-02-28,38.38,38.38,37.82,38.03,3649424.0,WDC
2023-03-01,38.17,38.39,37.54,37.67,3631862.0,WDC
2023-03-02,37.39,38.07,36.73,37.93,2590690.0,WDC
2023-03-03,37.95,38.35,37.76,38.14,2261242.0,WDC
2023-03-06,38.31,38.4,37.21,37.33,6189265.0,WDC
2023-03-07,37.19,37.32,36.6,36.86,4126948.0,WDC
2023-03-08,36.99,37.48,36.78,37.45,2463445.0,WDC
2023-03-09,37.45,37.89,36.59,36.61,2663292.0,WDC
2023-03-10,36.52,36.59,35.31,35.61,5367756.0,WDC
2023-03-13,34.82,35.37,34.06,34.87,8292159.0,WDC
2023-03-14,35.67,35.92,34.5,34.84,3995548.0,WDC
2023-03-15,33.9,34.5,33.43,33.94,4433619.0,WDC
2023-03-16,33.41,35.03,33.3,34.89,4931336.0,WDC
2023-03-17,34.89,35.44,34.53,34.63,6316041.0,WDC
2023-03-20,34.68,34.99,34.36,34.75,5431923.0,WDC
2023-03-21,35.28,35.96,34.53,35.02,3957826.0,WDC
2023-03-22,34.8,35.45,34.22,34.25,2274150.0,WDC
2023-03-23,34.47,35.48,34.18,34.82,2529875.0,WDC
2023-03-24,34.49,34.94,34.43,34.81,2113967.0,WDC
2023-03-27,35.27,35.27,34.52,34.76,3965277.0,WDC
2023-03-28,34.58,34.67,33.78,34.16,3035277.0,WDC
2023-03-29,34.8,36.3,34.8,36.15,3704232.0,WDC
2023-03-30,36.43,36.95,36.43,36.83,2222460.0,WDC
2023-03-31,36.59,37.52,36.4,37.22,2565216.0,WDC
2023-04-03,37.2,37.24,36.36,36.75,2452025.0,WDC
2023-04-04,36.65,36.78,35.2,35.49,3610156.0,WDC
2023-04-05,35.13,35.13,34.29,34.61,6133812.0,WDC
2023-04-06,34.4,34.96,34.22,34.7,4669653.0,WDC
2023-04-10,36.05,37.98,36.04,37.59,9191716.0,WDC
2023-04-11,37.85,38.19,37.49,37.92,3206555.0,WDC
2023-04-12,38.36,38.43,37.12,37.55,3019401.0,WDC
2023-04-13,37.59,37.74,35.85,36.43,7742964.0,WDC
2023-04-14,36.46,36.55,34.91,35.01,5219017.0,WDC
2023-04-17,34.81,35.66,34.75,35.57,3697040.0,WDC
2023-04-18,35.7,35.81,34.97,35.27,2718060.0,WDC
2023-04-19,34.77,34.77,33.81,34.17,3672721.0,WDC
2023-04-20,33.33,33.89,32.63,32.87,4547153.0,WDC
2023-04-21,32.82,33.17,32.36,32.99,3545366.0,WDC
2023-04-24,32.68,32.8,32.22,32.45,3117273.0,WDC
2023-04-25,32.13,32.26,31.52,31.64,2908180.0,WDC
2023-04-26,31.81,32.55,31.81,32.23,3696134.0,WDC
2023-04-27,32.32,32.39,31.7,32.31,2702716.0,WDC
2023-04-28,32.64,34.1,32.41,33.99,3913457.0,WDC
2023-05-01,33.97,34.19,33.43,33.61,2729899.0,WDC
2023-05-02,33.65,33.76,32.78,33.02,2275862.0,WDC
2023-05-03,33.2,33.35,32.54,32.6,2072194.0,WDC
2023-05-04,32.56,32.69,32.19,32.59,2445163.0,WDC
2023-05-05,33.03,33.25,32.57,33.0,3032284.0,WDC
2023-05-08,32.89,33.82,32.52,33.73,4039490.0,WDC
2023-05-09,32.76,33.34,31.85,33.15,5914034.0,WDC
2023-05-10,33.51,34.05,31.87,32.43,4099118.0,WDC
2023-05-11,32.25,32.3,31.56,32.1,3682154.0,WDC
2023-05-12,32.28,32.59,31.92,32.58,3386368.0,WDC
2023-05-15,35.29,36.55,34.11,36.3,10442294.0,WDC
2023-05-16,36.3,36.64,35.39,36.16,4395753.0,WDC
2023-05-17,36.46,37.02,36.02,36.53,3893565.0,WDC
2023-05-18,36.57,38.42,36.46,38.29,5974330.0,WDC
2023-05-19,38.27,38.42,37.45,37.87,3133298.0,WDC
2023-05-22,37.8,38.25,37.13,37.92,3282961.0,WDC
2023-05-23,37.89,38.28,37.3,37.35,2530618.0,WDC
2023-05-24,36.92,37.4,36.68,36.78,2842548.0,WDC
2023-05-25,37.44,37.67,36.48,37.4,3328039.0,WDC
2023-05-26,37.58,39.54,37.54,39.26,5310091.0,WDC
2023-05-30,39.74,40.24,39.09,39.5,5492362.0,WDC
2023-05-31,38.4,38.78,37.95,38.28,7618528.0,WDC
2023-06-01,38.06,39.01,38.06,38.52,3063002.0,WDC
2023-06-02,39.23,39.92,38.81,39.79,3506273.0,WDC
2023-06-05,39.68,39.74,38.49,38.55,2224096.0,WDC
2023-06-06,38.15,39.34,38.08,39.03,2446488.0,WDC
2023-06-07,39.6,40.3,39.08,39.57,4311608.0,WDC
2023-06-08,39.55,39.8,38.54,39.65,3621764.0,WDC
2023-06-09,40.08,40.25,39.05,39.33,2257041.0,WDC
2023-06-12,39.38,39.93,39.25,39.86,3488508.0,WDC
2023-06-13,40.36,40.53,39.83,40.13,4271408.0,WDC
2023-06-14,40.07,40.52,39.69,40.01,2537534.0,WDC
2023-06-15,39.75,40.72,39.67,40.63,2874003.0,WDC
2023-06-16,40.97,41.02,39.47,40.02,5541217.0,WDC
2023-06-20,39.57,39.81,38.37,38.67,4378827.0,WDC
2023-06-21,38.37,38.65,37.89,37.97,2978550.0,WDC
2023-06-22,37.8,38.0,37.56,37.9,2320662.0,WDC
2023-06-23,37.35,37.69,37.08,37.41,4848112.0,WDC
2023-06-26,37.4,37.82,37.08,37.11,1862226.0,WDC
2023-06-27,37.19,37.92,36.55,37.76,6473535.0,WDC
2023-06-28,37.57,37.75,36.94,37.4,2642610.0,WDC
2023-06-29,37.59,37.74,37.03,37.15,2565653.0,WDC
2023-06-30,37.41,37.81,37.19,37.48,3254119.0,WDC
2023-07-03,37.42,38.08,37.38,38.06,1329953.0,WDC
2023-07-05,37.63,37.74,36.97,37.21,2046009.0,WDC
2023-07-06,36.63,36.93,36.0,36.91,2622253.0,WDC
2023-07-07,37.1,37.84,37.04,37.22,3963714.0,WDC
2023-07-10,37.05,37.67,36.91,37.42,4487620.0,WDC
2023-07-11,37.65,38.34,37.36,37.91,2912614.0,WDC
2023-07-12,38.44,38.64,37.43,37.97,2911311.0,WDC
2023-07-13,37.97,38.94,37.97,38.91,1978837.0,WDC
2023-07-14,38.75,40.52,37.89,39.21,7874152.0,WDC
2023-07-17,39.07,39.21,38.23,38.69,3084657.0,WDC
2023-07-18,38.31,38.45,37.38,38.01,3941497.0,WDC
2023-07-19,38.48,39.22,38.39,38.48,3225460.0,WDC
2023-07-20,38.09,38.42,37.64,37.83,4058726.0,WDC
2023-07-21,38.11,38.29,37.46,37.85,2727379.0,WDC
2023-07-24,37.92,38.56,37.69,38.47,3532686.0,WDC
2023-07-25,38.59,38.69,37.94,38.19,2659797.0,WDC
2023-07-26,37.98,38.7,37.98,38.43,2512738.0,WDC
2023-07-27,39.85,41.59,39.85,41.23,5722531.0,WDC
2023-07-28,41.86,42.27,41.42,41.58,3953824.0,WDC
2023-07-31,41.85,42.33,41.69,42.11,5952417.0,WDC
2023-08-01,41.55,42.57,40.74,42.42,5514519.0,WDC
2023-08-02,41.85,42.59,41.73,41.97,3805345.0,WDC
2023-08-03,41.58,43.22,41.3,42.81,3813479.0,WDC
2023-08-04,42.67,43.82,42.4,43.0,3906487.0,WDC
2023-08-07,43.35,43.54,42.75,43.05,2130856.0,WDC
2023-08-08,42.62,42.99,41.8,42.71,3489108.0,WDC
