date,ret,mkt,rel_day,expected_ret,ar,car,event,alpha_est,beta_est,est_r2,asset
2026-01-08,0.007249211988639148,-0.008167202814682861,9,-0.014018989395925835,0.021268201384564984,0.06330647462568485,科创板 IPO 受理（上交所）|半导体指数,0.00029384882203322955,1.752477383349374,0.6587979557259558,半导体指数
2026-01-09,0.009386857681047633,0.004489141672228358,10,0.008160968073264616,0.0012258896077830175,0.06453236423346786,科创板 IPO 受理（上交所）|半导体指数,0.00029384882203322955,1.752477383349374,0.6587979557259558,半导体指数
2025-12-22,0.03248597849139556,0.009510575113316433,-8,0.028700716602077722,0.0037852618893178397,0.0037852618893178397,科创板 IPO 受理（上交所）|存储同业等权,0.0025319797310556415,2.7515409488098537,0.6030771392564276,存储同业等权
2025-12-23,0.02114094413759787,0.0019754429242280214,-7,0.007967491829105723,0.013173452308492145,0.016958714197809983,科创板 IPO 受理（上交所）|存储同业等权,0.0025319797310556415,2.7515409488098537,0.6030771392564276,存储同业等权
2025-12-24,0.03934597897839753,0.002883740981411087,-6,0.010466711127169362,0.02887926785122817,0.045837982049038155,科创板 IPO 受理（上交所）|存储同业等权,0.0025319797310556415,2.7515409488098537,0.6030771392564276,存储同业等权
2025-12-25,0.0168873121622739,0.0018292818455698523,-5,0.007565323636055553,0.009321988526218346,0.0551599705752565,科创板 IPO 受理（上交所）|存储同业等权,0.0025319797310556415,2.7515409488098537,0.6030771392564276,存储同业等权
2025-12-26,-0.0015371550801873332,0.0031672344597866164,-4,0.011246755041640173,-0.012783910121827505,0.042376060453428996,科创板 IPO 受理（上交所）|存储同业等权,0.0025319797310556415,2.7515409488098537,0.6030771392564276,存储同业等权
2025-12-29,-0.0046368000139734335,-0.003836607089177213,-1,-0.008024601779309639,0.003387801765336205,0.0457638622187652,科创板 IPO 受理（上交所）|存储同业等权,0.0025319797310556415,2.7515409488098537,0.6030771392564276,存储同业等权
2025-12-30,-0.0048440571861627,0.002567157796356856,0,0.009595619529787998,-0.014439676715950698,0.0313241855028145,科创板 IPO 受理（上交所）|存储同业等权,0.0025319797310556415,2.7515409488098537,0.6030771392564276,存储同业等权
2025-12-31,-0.033721008960398736,-0.004588412398990327,1,-0.010093224874793099,-0.02362778408560564,0.007696401417208863,科创板 IPO 受理（上交所）|存储同业等权,0.0025319797310556415,2.7515409488098537,0.6030771392564276,存储同业等权
2026-01-05,0.0918210894546783,0.01896482459815907,6,0.0547144711998867,0.037106618254791605,0.04480301967200047,科创板 IPO 受理（上交所）|存储同业等权,0.0025319797310556415,2.7515409488098537,0.6030771392564276,存储同业等权
2026-01-06,0.06370807604634947,0.01546246872977064,7,0.045077595610711445,0.018630480435638024,0.06343350010763849,科创板 IPO 受理（上交所）|存储同业等权,0.0025319797310556415,2.7515409488098537,0.6030771392564276,存储同业等权
2026-01-07,0.0179678019546089,-0.0029281770031649446,8,-0.005525019198516024,0.023492821153124926,0.08692632126076341,科创板 IPO 受理（上交所）|存储同业等权,0.0025319797310556415,2.7515409488098537,0.6030771392564276,存储同业等权
2026-01-08,-0.021690916877550936,-0.008167202814682861,9,-0.019940413250779346,-0.00175050362677159,0.08517581763399182,科创板 IPO 受理（上交所）|存储同业等权,0.0025319797310556415,2.7515409488098537,0.6030771392564276,存储同业等权
2026-01-09,-0.019484209423599002,0.004489141672228358,10,0.014884036867200712,-0.034368246290799716,0.0508075713431921,科创板 IPO 受理（上交所）|存储同业等权,0.0025319797310556415,2.7515409488098537,0.6030771392564276,存储同业等权
